Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2
0,10.0,0.83,247.86,69715.0,3285.0,,
10,10.0,0.83,247.88,69644.22,70.78,5803.08,218579.33
20,10.0,0.83,247.87,69573.43,70.78,5801.1,218579.33
30,10.01,0.83,247.86,69502.65,70.78,5799.12,218579.33
40,10.01,0.83,247.85,69431.87,70.78,5797.14,218579.33
50,10.01,0.83,247.85,69361.08,70.78,5795.16,218579.33
60,10.01,0.83,247.84,69290.3,70.78,5793.18,218579.33
70,10.01,0.83,247.83,69219.52,70.78,5791.2,218579.33
80,10.02,0.83,247.82,69148.73,70.78,5789.22,218579.33
90,10.02,0.83,247.82,69077.95,70.78,5787.24,218579.33
100,10.02,0.83,247.81,69007.17,70.78,5785.26,218579.33
110,10.02,0.83,247.8,68936.38,70.78,5783.28,218579.33
120,10.02,0.83,247.79,68865.6,70.78,5781.3,218579.33
130,10.03,0.83,247.78,68794.81,70.78,5779.32,218579.33
140,10.03,0.83,247.78,68724.03,70.78,5777.34,218579.33
150,10.03,0.83,247.77,68653.25,70.78,5775.36,218579.33
160,10.03,0.83,247.76,68582.46,70.78,5773.38,218579.33
170,10.04,0.83,247.75,68511.68,70.78,5771.4,218579.33
180,10.04,0.83,247.75,68440.9,70.78,5769.42,218579.33
190,10.04,0.83,247.74,68370.11,70.78,5767.44,218579.33
200,10.04,0.83,247.73,68299.33,70.78,5765.47,218579.33
210,10.04,0.83,247.72,68228.55,70.78,5763.49,218579.33
220,10.05,0.83,247.71,68157.76,70.78,5761.51,218579.33
230,10.05,0.83,247.71,68086.98,70.78,5759.53,218579.33
240,10.05,0.83,247.7,68016.2,70.78,5757.55,218579.33
250,10.05,0.83,247.69,67945.41,70.78,5755.57,218579.33
260,10.05,0.83,247.68,67874.63,70.78,5753.6,218579.33
270,10.06,0.83,247.68,67803.85,70.78,5751.62,218579.33
280,10.06,0.83,247.67,67733.06,70.78,5749.64,218579.33
290,10.06,0.83,247.66,67662.28,70.78,5747.67,218579.33
300,10.06,0.83,247.65,67591.5,70.78,5745.69,218579.33
310,10.07,0.83,247.64,67520.71,70.78,5743.71,218579.33
320,10.07,0.83,247.64,67449.93,70.78,5741.73,218579.33
330,10.07,0.83,247.63,67379.15,70.78,5739.76,218579.33
340,10.07,0.83,247.62,67308.36,70.78,5737.78,218579.33
