Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2
1540,8.37,0.71,218.62,58412.93,73.39,6532.96,226628.57
1550,8.37,0.71,218.62,58339.54,73.39,6530.48,226628.57
1560,8.37,0.71,218.61,58266.15,73.39,6528.0,226628.57
1570,8.38,0.71,218.6,58192.76,73.39,6525.53,226628.57
1580,8.38,0.71,218.59,58119.37,73.39,6523.05,226628.57
1590,8.38,0.71,218.59,58045.98,73.39,6520.58,226628.57
1600,8.38,0.71,218.58,57972.59,73.39,6518.1,226628.57
1610,8.39,0.71,218.57,57899.2,73.39,6515.63,226628.57
1620,8.39,0.71,218.57,57825.81,73.39,6513.15,226628.57
1630,8.39,0.71,218.56,57752.42,73.39,6510.68,226628.57
1640,8.39,0.71,218.55,57679.03,73.39,6508.2,226628.57
1650,8.4,0.71,218.54,57605.64,73.39,6505.73,226628.57
1660,8.4,0.71,218.54,57532.25,73.39,6503.26,226628.57
1670,8.4,0.71,218.53,57458.86,73.39,6500.78,226628.57
1680,8.4,0.71,218.52,57385.47,73.39,6498.31,226628.57
1690,8.41,0.71,218.51,57312.08,73.39,6495.84,226628.57
1700,8.41,0.71,218.51,57238.69,73.39,6493.36,226628.57
1710,8.41,0.71,218.5,57165.3,73.39,6490.89,226628.57
1720,8.41,0.71,218.49,57091.91,73.39,6488.42,226628.57
1730,8.42,0.71,218.48,57018.52,73.39,6485.94,226628.57
1740,8.42,0.71,218.48,56945.13,73.39,6483.47,226628.57
1750,8.42,0.71,218.47,56871.74,73.39,6481.0,226628.57
1760,8.42,0.71,218.46,56798.35,73.39,6478.53,226628.57
1770,8.43,0.71,218.45,56724.96,73.39,6476.06,226628.57
1780,8.43,0.71,218.44,56651.57,73.39,6473.59,226628.57
1790,8.43,0.71,218.44,56578.18,73.39,6471.12,226628.57
1800,8.43,0.71,218.43,56504.79,73.39,6468.64,226628.57
1810,8.44,0.71,218.42,56431.4,73.39,6466.17,226628.57
1820,8.44,0.71,218.41,56358.01,73.39,6463.7,226628.57
1830,8.44,0.71,218.41,56284.62,73.39,6461.23,226628.57
1840,8.44,0.71,218.4,56211.23,73.39,6458.76,226628.57
1850,8.45,0.71,218.39,56137.84,73.39,6456.29,226628.57
1860,8.45,0.71,218.38,56064.45,73.39,6453.82,226628.57
1870,8.45,0.71,218.38,55991.06,73.39,6451.36,226628.57
1880,8.45,0.71,218.37,55917.66,73.39,6448.89,226628.57
1890,8.46,0.71,218.36,55844.27,73.39,6446.42,226628.57
1900,8.46,0.71,218.35,55770.88,73.39,6443.95,226628.57
1910,8.46,0.71,218.35,55697.49,73.39,6441.48,226628.57
1920,8.46,0.71,218.34,55624.1,73.39,6439.01,226628.57
1930,8.47,0.71,218.33,55550.71,73.39,6436.54,226628.57
1940,8.47,0.71,218.32,55477.32,73.39,6434.08,226628.57
1950,8.47,0.71,218.32,55403.93,73.39,6431.61,226628.57
1960,8.47,0.71,218.31,55330.54,73.39,6429.14,226628.57
1970,8.48,0.71,218.3,55257.15,73.39,6426.67,226628.57
1980,8.48,0.71,218.29,55183.76,73.39,6424.21,226628.57
1990,8.48,0.71,218.29,55110.37,73.39,6421.74,226628.57
2000,8.48,0.71,218.28,55036.98,73.39,6419.28,226628.57
2010,8.49,0.71,218.27,54963.59,73.39,6416.81,226628.57
2020,8.49,0.71,218.26,54890.2,73.39,6414.34,226628.57
2030,8.49,0.71,218.26,54816.81,73.39,6411.88,226628.57
2040,8.49,0.71,218.25,54743.42,73.39,6409.41,226628.57
2050,8.5,0.71,218.24,54670.03,73.39,6406.95,226628.57
2060,8.5,0.71,218.23,54596.64,73.39,6404.48,226628.57
2070,8.5,0.71,218.23,54523.25,73.39,6402.02,226628.57
2080,8.5,0.71,218.22,54449.86,73.39,6399.55,226628.57
2090,8.51,0.71,218.21,54376.47,73.39,6397.09,226628.57
2100,8.51,0.71,218.2,54303.08,73.39,6394.62,226628.57
2110,8.51,0.71,218.2,54229.69,73.39,6392.16,226628.57
2120,8.51,0.71,218.19,54156.3,73.39,6389.7,226628.57
2130,8.52,0.71,218.18,54082.91,73.39,6387.23,226628.57
2140,8.52,0.71,218.17,54009.52,73.39,6384.77,226628.57
2150,8.52,0.71,218.16,53936.13,73.39,6382.31,226628.57
2160,8.52,0.71,218.16,53862.74,73.39,6379.84,226628.57
2170,8.53,0.71,218.15,53789.35,73.39,6377.38,226628.57
2180,8.53,0.71,218.14,53715.96,73.39,6374.92,226628.57
2190,8.53,0.71,218.13,53642.57,73.39,6372.46,226628.57
2200,8.53,0.71,218.13,53569.18,73.39,6369.99,226628.57
2210,8.54,0.71,218.12,53495.79,73.39,6367.53,226628.57
2220,8.54,0.71,218.11,53422.4,73.39,6365.07,226628.57
2230,8.54,0.71,218.1,53349.01,73.39,6362.61,226628.57
2240,8.54,0.71,218.1,53275.62,73.39,6360.15,226628.57
2250,8.55,0.71,218.09,53202.23,73.39,6357.69,226628.57
2260,8.55,0.71,218.08,53128.84,73.39,6355.23,226628.57
2270,8.55,0.71,218.07,53055.45,73.39,6352.77,226628.57
2280,8.55,0.71,218.07,52982.06,73.39,6350.3,226628.57
2290,8.56,0.71,218.06,52908.67,73.39,6347.84,226628.57
2300,8.56,0.71,218.05,52835.28,73.39,6345.38,226628.57
2310,8.56,0.71,218.04,52761.89,73.39,6342.93,226628.57
2320,8.56,0.71,218.04,52688.5,73.39,6340.47,226628.57
2330,8.57,0.71,218.03,52615.11,73.39,6338.01,226628.57
2340,8.57,0.71,218.02,52541.72,73.39,6335.55,226628.57
2350,8.57,0.71,218.01,52468.33,73.39,6333.09,226628.57
2360,8.57,0.71,218.0,52394.94,73.39,6330.63,226628.57
2370,8.58,0.71,218.0,52321.55,73.39,6328.17,226628.57
2380,8.58,0.71,217.99,52248.16,73.39,6325.71,226628.57
2390,8.58,0.71,217.98,52174.77,73.39,6323.26,226628.57
2400,8.58,0.71,217.97,52101.38,73.39,6320.8,226628.57
2410,8.59,0.71,217.97,52027.99,73.39,6318.34,226628.57
2420,8.59,0.71,217.96,51954.6,73.39,6315.88,226628.57
2430,8.59,0.71,217.95,51881.21,73.39,6313.43,226628.57
2440,8.59,0.71,217.94,51807.82,73.39,6310.97,226628.57
2450,8.6,0.71,217.94,51734.43,73.39,6308.51,226628.57
2460,8.6,0.71,217.93,51661.04,73.39,6306.06,226628.57
2470,8.6,0.71,217.92,51587.65,73.39,6303.6,226628.57
2480,8.6,0.71,217.91,51514.26,73.39,6301.15,226628.57
2490,8.61,0.71,217.9,51440.87,73.39,6298.69,226628.57
2500,8.61,0.71,217.9,51367.48,73.39,6296.23,226628.57
2510,8.61,0.71,217.89,51294.09,73.39,6293.78,226628.57
2520,8.61,0.71,217.88,51220.7,73.39,6291.32,226628.57
2530,8.62,0.71,217.87,51147.31,73.39,6288.87,226628.57
2540,8.62,0.71,217.87,51073.92,73.39,6286.41,226628.57
2550,8.62,0.71,217.86,51000.53,73.39,6283.96,226628.57
2560,8.62,0.71,217.85,50927.14,73.39,6281.51,226628.57
2570,8.63,0.71,217.84,50853.75,73.39,6279.05,226628.57
2580,8.63,0.71,217.84,50780.36,73.39,6276.6,226628.57
2590,8.63,0.71,217.83,50706.97,73.39,6274.14,226628.57
2600,8.63,0.71,217.82,50633.58,73.39,6271.69,226628.57
2610,8.64,0.71,217.81,50560.19,73.39,6269.24,226628.57
2620,8.64,0.71,217.8,50486.8,73.39,6266.79,226628.57
2630,8.64,0.71,217.8,50413.41,73.39,6264.33,226628.57
2640,8.64,0.71,217.79,50340.02,73.39,6261.88,226628.57
2650,8.65,0.71,217.78,50266.63,73.39,6259.43,226628.57
2660,8.65,0.71,217.77,50193.24,73.39,6256.98,226628.57
2670,8.65,0.71,217.77,50119.85,73.39,6254.52,226628.57
2680,8.65,0.71,217.76,50046.46,73.39,6252.07,226628.57
2690,8.66,0.71,217.75,49973.07,73.39,6249.62,226628.57
2700,8.66,0.71,217.74,49899.68,73.39,6247.17,226628.57
2710,8.66,0.71,217.73,49826.29,73.39,6244.72,226628.57
2720,8.66,0.71,217.73,49752.9,73.39,6242.27,226628.57
2730,8.67,0.71,217.72,49679.51,73.39,6239.82,226628.57
