Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2
2810,9,0.73,221.93,49355.2,72.92,6036.2,225183.04
2820,9,0.73,221.89,49282.27,72.93,6035.31,225194.07
2830,9,0.73,221.85,49209.34,72.93,6034.41,225205.1
2840,9,0.73,221.81,49136.41,72.93,6033.52,225216.14
2850,9,0.73,221.77,49063.48,72.94,6032.62,225227.19
2860,9,0.73,221.73,48990.54,72.94,6031.73,225238.24
2870,9,0.73,221.69,48917.59,72.94,6030.84,225249.31
2880,9,0.73,221.64,48844.65,72.95,6029.94,225260.38
2890,9,0.73,221.6,48771.69,72.95,6029.05,225271.46
2900,9,0.73,221.56,48698.74,72.95,6028.16,225282.55
2910,9,0.73,221.52,48625.78,72.96,6027.27,225293.65
2920,9,0.73,221.48,48552.82,72.96,6026.37,225304.76
2930,9,0.73,221.44,48479.86,72.96,6025.48,225315.87
2940,9,0.73,221.39,48406.89,72.97,6024.59,225326.99
2950,9,0.73,221.35,48333.92,72.97,6023.7,225338.13
2960,9,0.73,221.31,48260.94,72.98,6022.81,225349.27
2970,9,0.73,221.27,48187.96,72.98,6021.92,225360.41
2980,9,0.73,221.23,48114.98,72.98,6021.03,225371.57
2990,9,0.73,221.19,48041.99,72.99,6020.14,225382.73
3000,9,0.73,221.15,47969.0,72.99,6019.25,225393.91
3010,9,0.73,221.1,47896.01,72.99,6018.36,225405.09
3020,9,0.73,221.06,47823.01,73.0,6017.47,225416.28
3030,9,0.73,221.02,47750.01,73.0,6016.58,225427.48
3040,9,0.73,220.98,47677.0,73.0,6015.69,225438.69
3050,9,0.73,220.94,47603.99,73.01,6014.81,225449.9
3060,9,0.73,220.9,47530.98,73.01,6013.92,225461.13
3070,9,0.73,220.85,47457.97,73.02,6013.03,225472.36
3080,9,0.73,220.81,47384.95,73.02,6012.14,225483.6
3090,9,0.73,220.77,47311.92,73.02,6011.26,225494.85
3100,9,0.73,220.73,47238.9,73.03,6010.37,225506.11
3110,9,0.73,220.69,47165.87,73.03,6009.48,225517.37
3120,9,0.73,220.65,47092.83,73.03,6008.6,225528.65
3130,9,0.73,220.6,47019.8,73.04,6007.71,225539.93
3140,9,0.73,220.56,46946.76,73.04,6006.82,225551.23
3150,9,0.73,220.52,46873.71,73.04,6005.94,225562.53
3160,9,0.73,220.48,46800.66,73.05,6005.05,225573.84
3170,9,0.73,220.44,46727.61,73.05,6004.17,225585.15
3180,9,0.73,220.4,46654.55,73.06,6003.28,225596.48
3190,9,0.73,220.35,46581.49,73.06,6002.4,225607.82
3200,9,0.73,220.31,46508.43,73.06,6001.52,225619.16
3210,9,0.73,220.27,46435.36,73.07,6000.63,225630.51
3220,9,0.72,220.23,46362.29,73.07,5999.75,225641.87
3230,9,0.72,220.19,46289.22,73.07,5998.87,225653.24
3240,9,0.72,220.14,46216.14,73.08,5997.98,225664.62
3250,9,0.72,220.1,46143.06,73.08,5997.1,225676.01
3260,9,0.72,220.06,46069.97,73.09,5996.22,225687.4
3270,9,0.72,220.02,45996.89,73.09,5995.34,225698.81
3280,9,0.72,219.98,45923.79,73.09,5994.45,225710.22
3290,9,0.72,219.94,45850.7,73.1,5993.57,225721.64
3300,9,0.72,219.89,45777.6,73.1,5992.69,225733.07
3310,9,0.72,219.85,45704.49,73.1,5991.81,225744.51
3320,9,0.72,219.81,45631.39,73.11,5990.93,225755.96
3330,9,0.72,219.77,45558.27,73.11,5990.05,225767.42
3340,9,0.72,219.73,45485.16,73.11,5989.17,225778.88
3350,9,0.72,219.68,45412.04,73.12,5988.29,225790.36
3360,9,0.72,219.64,45338.92,73.12,5987.41,225801.84
3370,9,0.72,219.6,45265.79,73.13,5986.53,225813.33
3380,9,0.72,219.56,45192.66,73.13,5985.65,225824.83
3390,9,0.72,219.52,45119.53,73.13,5984.78,225836.34
3400,9,0.72,219.47,45046.39,73.14,5983.9,225847.86
3410,9,0.72,219.43,44973.25,73.14,5983.02,225859.39
3420,9,0.72,219.39,44900.11,73.14,5982.14,225870.93
3430,9,0.72,219.35,44826.96,73.15,5981.26,225882.47
3440,9,0.72,219.31,44753.81,73.15,5980.39,225894.02
3450,9,0.72,219.26,44680.65,73.16,5979.51,225905.59
3460,9,0.72,219.22,44607.49,73.16,5978.63,225917.16
3470,9,0.72,219.18,44534.33,73.16,5977.76,225928.74
3480,9,0.72,219.14,44461.16,73.17,5976.88,225940.33
3490,9,0.72,219.1,44387.99,73.17,5976.01,225951.93
3500,9,0.72,219.05,44314.81,73.17,5975.13,225963.53
3510,9,0.72,219.01,44241.63,73.18,5974.25,225975.15
3520,9,0.72,218.97,44168.45,73.18,5973.38,225986.77
3530,9,0.72,218.93,44095.27,73.19,5972.51,225998.41
3540,9,0.72,218.88,44022.08,73.19,5971.63,226010.05
3550,9,0.72,218.84,43948.88,73.19,5970.76,226021.7
3560,9,0.72,218.8,43875.69,73.2,5969.88,226033.36
3570,9,0.72,218.76,43802.48,73.2,5969.01,226045.03
3580,9,0.72,218.72,43729.28,73.2,5968.14,226056.71
3590,9,0.72,218.67,43656.07,73.21,5967.26,226068.4
3600,9,0.72,218.63,43582.86,73.21,5966.39,226080.1
3610,9,0.72,218.59,43509.64,73.22,5965.52,226091.8
3620,9,0.72,218.55,43436.42,73.22,5964.65,226103.52
3630,9,0.72,218.51,43363.2,73.22,5963.78,226115.24
3640,9,0.72,218.46,43289.97,73.23,5962.91,226126.97
3650,9,0.72,218.42,43216.74,73.23,5962.03,226138.72
3660,9,0.72,218.38,43143.5,73.24,5961.16,226150.47
3670,9,0.72,218.34,43070.27,73.24,5960.29,226162.23
3680,9,0.72,218.29,42997.02,73.24,5959.42,226174.0
3690,9,0.72,218.25,42923.78,73.25,5958.55,226185.78
3700,9,0.72,218.21,42850.52,73.25,5957.68,226197.56
3710,9,0.72,218.17,42777.27,73.25,5956.81,226209.36
3720,9,0.72,218.12,42704.01,73.26,5955.94,226221.17
3730,9,0.72,218.08,42630.75,73.26,5955.08,226232.98
3740,9,0.72,218.04,42557.48,73.27,5954.21,226244.81
3750,9,0.72,218.0,42484.22,73.27,5953.34,226256.64
3760,9,0.72,217.96,42410.94,73.27,5952.47,226268.48
3770,9,0.72,217.91,42337.66,73.28,5951.6,226280.34
3780,9,0.72,217.87,42264.38,73.28,5950.74,226292.2
3790,9,0.72,217.83,42191.1,73.28,5949.87,226304.07
3800,9,0.72,217.79,42117.81,73.29,5949.0,226315.95
3810,9,0.72,217.74,42044.52,73.29,5948.14,226327.84
3820,9,0.72,217.7,41971.22,73.3,5947.27,226339.73
3830,9,0.72,217.66,41897.92,73.3,5946.4,226351.64
3840,9,0.72,217.62,41824.62,73.3,5945.54,226363.56
3850,9,0.72,217.57,41751.31,73.31,5944.67,226375.48
3860,9,0.72,217.53,41678.0,73.31,5943.81,226387.42
3870,9,0.72,217.49,41604.68,73.32,5942.94,226399.36
3880,9,0.72,217.45,41531.36,73.32,5942.08,226411.32
3890,9,0.72,217.4,41458.04,73.32,5941.22,226423.28
3900,9,0.72,217.36,41384.71,73.33,5940.35,226435.25
3910,9,0.72,217.32,41311.38,73.33,5939.49,226447.24
3920,9,0.72,217.28,41238.04,73.34,5938.63,226459.23
3930,9,0.72,217.23,41164.7,73.34,5937.76,226471.23
3940,9,0.71,217.19,41091.36,73.34,5936.9,226483.24
3950,9,0.71,217.15,41018.01,73.35,5936.04,226495.26
3960,9,0.71,217.11,40944.66,73.35,5935.18,226507.29
3970,9,0.71,217.06,40871.31,73.35,5934.31,226519.33
3980,9,0.71,217.02,40797.95,73.36,5933.45,226531.37
3990,9,0.71,216.98,40724.59,73.36,5932.59,226543.43
4000,9,0.71,216.94,40651.22,73.37,5931.73,226555.5
4010,9,0.71,216.89,40577.85,73.37,5930.87,226567.58
4020,9,0.71,216.85,40504.48,73.37,5930.01,226579.66
