Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2,n_prop,n_cycle,n_0,H
6410,8.744253208081567,0.6641808460282275,202.5026584904581,21702.30310666257,74.90280326573695,5881.670801991508,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6420,8.747276455862762,0.6641808460282275,202.49405651442018,21627.400303396833,74.90280326573695,5878.960298983368,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6430,8.750300797241708,0.6641808460282275,202.4854510611673,21552.497500131096,74.90280326573695,5876.250065289611,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6440,8.753326233102918,0.6641808460282275,202.4768421277391,21477.59469686536,74.90280326573695,5873.54010089757,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6450,8.756352764332016,0.6641808460282275,202.46822971117138,21402.691893599622,74.90280326573695,5870.830405794531,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6460,8.759380391815752,0.6641808460282275,202.45961380849616,21327.789090333885,74.90280326573695,5868.12097996778,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6470,8.762409116441972,0.6641808460282275,202.4509944167416,21252.886287068148,74.90280326573695,5865.411823404563,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6480,8.765438939099651,0.6641808460282275,202.44237153293184,21177.98348380241,74.90280326573695,5862.702936092092,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6490,8.76846986067888,0.6641808460282275,202.43374515408743,21103.080680536674,74.90280326573695,5859.994318017568,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6500,8.77150188207087,0.6641808460282275,202.42511527722476,21028.177877270937,74.90280326573695,5857.28596916815,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6510,8.774535004167957,0.6641808460282275,202.4164818993565,20953.2750740052,74.90280326573695,5854.577889530972,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6520,8.777569227863607,0.6641808460282275,202.40784501749144,20878.372270739463,74.90280326573695,5851.870079093141,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6530,8.780604554052397,0.6641808460282275,202.3992046286344,20803.469467473726,74.90280326573695,5849.162537841736,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6540,8.783640983630042,0.6641808460282275,202.39056072978622,20728.56666420799,74.90280326573695,5846.455265763816,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6550,8.786678517493385,0.6641808460282275,202.381913317944,20653.66386094225,74.90280326573695,5843.748262846407,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6560,8.789717156540405,0.6641808460282275,202.37326239010085,20578.761057676515,74.90280326573695,5841.04152907649,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6570,8.79275690167022,0.6641808460282275,202.36460794324591,20503.858254410778,74.90280326573695,5838.335064441044,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6580,8.79579775378306,0.6641808460282275,202.35594997436434,20428.95545114504,74.90280326573695,5835.628868927019,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6590,8.798839713780326,0.6641808460282275,202.3472884804376,20354.052647879304,74.90280326573695,5832.922942521306,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
6600,8.801882782564537,0.6641808460282275,202.33862345844295,20279.149844613567,74.90280326573695,5830.217285210804,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
6610,8.804926961039358,0.6641808460282275,202.32995490535382,20204.24704134783,74.90280326573695,5827.511896982356,231299.8564845957,0.7105168873962746,0.4954564444042689,0.3168271536466919,29232.890748598595
