Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2,n_prop,n_cycle,n_0,H
0,7,0.66,207.39,69715.0,3285.0,,,,,,
10,7,0.6641808460282275,207.3869674366893,69640.09719673426,74.90280326573695,7673.568215173279,231299.8564845957,0.7105168873962747,0.4954564444042689,0.31682715364669195,29232.890748598602
20,7,0.6640655241299249,207.35095878195162,69565.19048744762,74.90670928664467,7672.738875425096,231311.91827715875,0.7104798310554804,0.4954564444042689,0.3168106298241246,29231.366134643333
30,7,0.663950176185937,207.314941994586,69490.27986945861,74.91061798900911,7671.90981496454,231323.98835006013,0.71044275314392,0.4954564444042689,0.3167940963829197,29229.840633199157
40,7,0.6638348021785564,207.27891706906345,69415.36534008289,74.91452937572363,7671.081033931856,231336.06671223458,0.7104056536419463,0.4954564444042689,0.31677755331431634,29228.314243457735
50,7,0.6637194020900561,207.24288399984877,69340.44689663331,74.91844344958432,7670.25253245723,231348.15337231636,0.7103685325298873,0.4954564444042689,0.31676100060954254,29226.786964609706
60,7,0.6636039759026889,207.2068427814005,69265.5245364198,74.92236021350884,7669.424310683071,231360.2483393153,0.7103313897880442,0.4954564444042689,0.31674443825981446,29225.2587958446
70,7,0.6634885235986883,207.1707934081711,69190.5982567495,74.92627967031763,7668.596368741634,231372.35162194082,0.7102942253966937,0.4954564444042689,0.3167278662563372,29223.729736350928
80,7,0.6633730451602673,207.1347358746068,69115.66805492659,74.930201822904,7667.768706772436,231384.46322912755,0.7102570393360879,0.4954564444042689,0.31671128459030495,29222.199785316203
90,7,0.66325754056962,207.09867017514767,69040.73392825248,74.9341266741127,7666.941324909876,231396.58316966004,0.7102198315864519,0.4954564444042689,0.3166946932528999,29220.668941926826
100,7,0.6631420098089194,207.06259630422738,68965.79587402566,74.93805422681277,7666.114223290615,231408.71145239784,0.710182602127986,0.4954564444042689,0.3166780922352932,29219.13720536818
110,7,0.6630264528603196,207.02651425627363,68890.85388954176,74.94198448389756,7665.287402053592,231420.84808627566,0.7101453509408657,0.4954564444042689,0.31666148152864476,29217.604574824614
120,7,0.6629108697059539,206.99042402570765,68815.90797209353,74.94591744823609,7664.4608613351265,231432.99308015304,0.7101080780052396,0.4954564444042689,0.3166448611241027,29216.071049479375
130,7,0.662795260327936,206.95432560694454,68740.95811897081,74.94985312272173,7663.634601273767,231445.1464429647,0.7100707833012317,0.4954564444042689,0.31662823101280413,29214.536628514725
140,7,0.6626796247083596,206.91821899439313,68666.00432746059,74.95379151022352,7662.808622005438,231457.30818357025,0.7100334668089394,0.4954564444042689,0.31661159118587423,29213.00131111178
150,7,0.6625639628292984,206.88210418245603,68591.04659484692,74.95773261365912,7661.982923670803,231469.47831097935,0.709996128508435,0.4954564444042689,0.31659494163442703,29211.465096450676
160,7,0.6624482746728054,206.8459811655294,68516.08491841097,74.9616764359462,7661.157506410357,231481.6568342019,0.7099587683797653,0.4954564444042689,0.3165782823495652,29209.927983710462
170,7,0.6623325602209139,206.8098499380032,68441.11929543104,74.96562297992948,7660.332370356945,231493.84376202224,0.709921386402951,0.4954564444042689,0.31656161332237964,29208.389972069122
180,7,0.6622168194556374,206.77371049426128,68366.14972318249,74.96957224855095,7659.507515653139,231506.0391035253,0.7098839825579863,0.4954564444042689,0.3165449345439498,29206.851060703575
190,7,0.6621010523589682,206.73756282868084,68291.17619893776,74.97352424472825,7658.682942438848,231518.24286772084,0.7098465568248407,0.4954564444042689,0.31652824600534357,29205.311248789687
200,7,0.6619852589128794,206.70140693563303,68216.1987199664,74.97747897135476,7657.8586508513245,231530.4550635435,0.7098091091834573,0.4954564444042689,0.3165115476976175,29203.77053550226
210,7,0.6618694390993234,206.66524280948258,68141.21728353502,74.98143643137244,7657.034641032535,231542.6757000781,0.7097716396137523,0.4954564444042689,0.3164948396118161,29202.228920014986
220,7,0.6617535929002321,206.62907044458785,68066.23188690732,74.98539662769899,7656.21091312182,231554.9047863345,0.7097341480956174,0.4954564444042689,0.31647812173897266,29200.686401500534
230,7,0.6616377202975172,206.59288983530092,67991.24252734407,74.98935956325204,7655.387467258317,231567.1423313223,0.7096966346089172,0.4954564444042689,0.31646139407010876,29199.142979130484
240,7,0.6615218212730701,206.55670097596735,67916.24920210312,74.99332524094926,7654.564303580941,231579.38834405132,0.7096590991334906,0.4954564444042689,0.3164446565962342,29197.598652075332
250,7,0.6614058958087623,206.52050386092668,67841.25190843936,74.99729366375696,7653.741422233433,231591.64283368152,0.7096215416491503,0.4954564444042689,0.3164279093083474,29196.053419504526
260,7,0.6612899438864438,206.4842984845117,67766.25064360474,75.0012648346171,7652.918823356773,231603.9058092976,0.7095839621356829,0.4954564444042689,0.31641115219743493,29194.50728058642
270,7,0.6611739654879452,206.44808484104902,67691.24540484829,75.00523875644738,7652.096507089347,231616.17727990952,0.7095463605728483,0.4954564444042689,0.31639438525447144,29192.960234488262
280,7,0.6610579605950758,206.41186292485878,67616.23618941606,75.00921543223838,7651.274473576728,231628.4572547521,0.709508736940381,0.4954564444042689,0.3163776084704204,29191.412280376273
290,7,0.6609419291896248,206.37563273025472,67541.22299455115,75.01319486490776,7650.452722956878,231640.74574283516,0.7094710912179882,0.4954564444042689,0.3163608218362331,29189.863417415552
300,7,0.6608258712533608,206.33939425154415,67466.20581749373,75.01717705742183,7649.631255372533,231653.04275331862,0.709433423385351,0.4954564444042689,0.3163440253428489,29188.313644770093
310,7,0.660709786768032,206.3031474830281,67391.18465548097,75.02116201274688,7648.810070966188,231665.34829536238,0.7093957334221245,0.4954564444042689,0.316327218981196,29186.762961602864
320,7,0.6605936757153658,206.26689241900098,67316.15950574713,75.02514973384922,7647.98916988019,231677.66237812638,0.7093580213079372,0.4954564444042689,0.31631040274219036,29185.21136707571
330,7,0.6604775380770687,206.23062905375082,67241.13036552341,75.02914022371942,7647.168552259149,231689.9850108456,0.7093202870223904,0.4954564444042689,0.3162935766167361,29183.658860349362
340,7,0.6603613738348267,206.19435738155912,67166.09723203808,75.03313348532382,7646.348218245,231702.31620267994,0.7092825305450603,0.4954564444042689,0.316276740595726,29182.10544058352
350,7,0.6602451829703055,206.1580773967011,67091.06010251645,75.03712952162867,7645.5281679794625,231714.65596278934,0.7092447518554947,0.4954564444042689,0.3162598946700403,29180.551106936728
360,7,0.6601289654651493,206.12178909344522,67016.01897418083,75.04112833562459,7644.708401606529,231727.00430040873,0.7092069509332163,0.4954564444042689,0.3162430388305477,29178.99585856647
370,7,0.6600127213009821,206.08549246605375,66940.97384425052,75.04512993030221,7643.888919270051,231739.36122477322,0.70916912775772,0.4954564444042689,0.316226173068105,29177.43969462912
380,7,0.6598964504594071,206.04918750878232,66865.92470994187,75.04913430865213,7643.069721113634,231751.72674511778,0.7091312823084746,0.4954564444042689,0.316209297373557,29175.882614279944
390,7,0.6597801529220062,206.01287421588,66790.87156846818,75.05314147368924,7642.250807283143,231764.10087075236,0.709093414564922,0.4954564444042689,0.31619241173773666,29174.324616673122
400,7,0.6596638286703408,205.97655258158946,66715.81441703977,75.05715142840418,7641.432177921822,231776.4836109121,0.7090555245064771,0.4954564444042689,0.31617551615146483,29172.76570096172
